seed,reduction,score,acc_avg,acc_min,acc_max
66304.0,0.5,0.33710407239819,0.9716200089503252,0.5,1.0
66304.0,0.75,0.3376261747302471,0.9862915699922656,0.5,1.0
16389.0,0.5,0.3278802645318482,0.9716200089503252,0.5,1.0
16389.0,0.75,0.3350156630699617,0.9862915699922656,0.5,1.0
91254.0,0.5,0.3498085624782457,0.9716200089503252,0.5,1.0
91254.0,0.75,0.338844413505047,0.9862915699922656,0.5,1.0
49890.0,0.5,0.3327532196310477,0.9716200089503252,0.5,1.0
49890.0,0.75,0.3315349808562478,0.9862915699922656,0.5,1.0
86054.0,0.5,0.3287504350852767,0.9716200089503252,0.5,1.0
86054.0,0.75,0.332579185520362,0.9862915699922656,0.5,1.0
55284.0,0.5,0.3498085624782457,0.9716200089503252,0.5,1.0
55284.0,0.75,0.338844413505047,0.9862915699922656,0.5,1.0
77324.0,0.5,0.3405847546119039,0.9716200089503252,0.5,1.0
77324.0,0.75,0.3329272537417334,0.9862915699922656,0.5,1.0
36147.0,0.5,0.3290985033066481,0.9716200089503252,0.5,1.0
36147.0,0.75,0.3341454925165332,0.9862915699922656,0.5,1.0
13506.0,0.5,0.3249216846501914,0.9716200089503252,0.5,1.0
13506.0,0.75,0.3341454925165332,0.9862915699922656,0.5,1.0
73920.0,0.5,0.3350156630699617,0.9716200089503252,0.5,1.0
73920.0,0.75,0.33710407239819,0.9862915699922656,0.5,1.0
80157.0,0.5,0.3351896971806474,0.9716200089503252,0.5,1.0
80157.0,0.75,0.33710407239819,0.9862915699922656,0.5,1.0
43981.0,0.5,0.3280542986425339,0.9716200089503252,0.5,1.0
43981.0,0.75,0.330838844413505,0.9862915699922656,0.5,1.0
75358.0,0.5,0.3391924817264183,0.9716200089503252,0.5,1.0
75358.0,0.75,0.3341454925165332,0.9862915699922656,0.5,1.0
33399.0,0.5,0.3423250957187608,0.9716200089503252,0.5,1.0
33399.0,0.75,0.3332753219631048,0.9862915699922656,0.5,1.0
56134.0,0.5,0.3367560041768186,0.9716200089503252,0.5,1.0
56134.0,0.75,0.3332753219631048,0.9862915699922656,0.5,1.0
13388.0,0.5,0.3343195266272189,0.9716200089503252,0.5,1.0
13388.0,0.75,0.330838844413505,0.9862915699922656,0.5,1.0
81617.0,0.5,0.3266620257570484,0.9716200089503252,0.5,1.0
81617.0,0.75,0.3341454925165332,0.9862915699922656,0.5,1.0
90957.0,0.5,0.3364079359554472,0.9716200089503252,0.5,1.0
90957.0,0.75,0.33710407239819,0.9862915699922656,0.5,1.0
52113.0,0.5,0.334841628959276,0.9716200089503252,0.5,1.0
52113.0,0.75,0.3315349808562478,0.9862915699922656,0.5,1.0
20428.0,0.5,0.3438914027149321,0.9716200089503252,0.5,1.0
20428.0,0.75,0.334841628959276,0.9862915699922656,0.5,1.0
26482.0,0.5,0.3400626522798468,0.9716200089503252,0.5,1.0
26482.0,0.75,0.3376261747302471,0.9862915699922656,0.5,1.0
56340.0,0.5,0.3327532196310477,0.9716200089503252,0.5,1.0
56340.0,0.75,0.3384963452836756,0.9862915699922656,0.5,1.0
31018.0,0.5,0.3386703793943613,0.9716200089503252,0.5,1.0
31018.0,0.75,0.3315349808562478,0.9862915699922656,0.5,1.0
32067.0,0.5,0.3343195266272189,0.9716200089503252,0.5,1.0
32067.0,0.75,0.3329272537417334,0.9862915699922656,0.5,1.0
13067.0,0.5,0.3358858336233902,0.9716200089503252,0.5,1.0
13067.0,0.75,0.3376261747302471,0.9862915699922656,0.5,1.0
8339.0,0.5,0.3357117995127044,0.9716200089503252,0.5,1.0
8339.0,0.75,0.333101287852419,0.9862915699922656,0.5,1.0
49008.0,0.5,0.3372781065088757,0.9716200089503252,0.5,1.0
49008.0,0.75,0.33710407239819,0.9862915699922656,0.5,1.0
14706.0,0.5,0.3284023668639053,0.9716200089503252,0.5,1.0
14706.0,0.75,0.333101287852419,0.9862915699922656,0.5,1.0
68282.0,0.5,0.3344935607379046,0.9716200089503252,0.5,1.0
68282.0,0.75,0.3376261747302471,0.9862915699922656,0.5,1.0
66304.0,0.25,0.3289244691959624,0.9223936142725296,0.5,1.0
16389.0,0.25,0.3360598677340758,0.9223936142725296,0.5,1.0
91254.0,0.25,0.3339714584058475,0.9223936142725296,0.5,1.0
49890.0,0.25,0.3337974242951618,0.9223936142725296,0.5,1.0
86054.0,0.25,0.341106856943961,0.9223936142725296,0.5,1.0
55284.0,0.25,0.3353637312913331,0.9223936142725296,0.5,1.0
77324.0,0.25,0.3252697528715628,0.9223936142725296,0.5,1.0
36147.0,0.25,0.3484162895927601,0.9223936142725296,0.5,1.0
13506.0,0.25,0.3391924817264183,0.9223936142725296,0.5,1.0
73920.0,0.25,0.3489383919248172,0.9223936142725296,0.5,1.0
80157.0,0.25,0.3311869126348764,0.9223936142725296,0.5,1.0
43981.0,0.25,0.3317090149669335,0.9223936142725296,0.5,1.0
75358.0,0.25,0.3400626522798468,0.9223936142725296,0.5,1.0
33399.0,0.25,0.3351896971806474,0.9223936142725296,0.5,1.0
56134.0,0.25,0.3315349808562478,0.9223936142725296,0.5,1.0
13388.0,0.25,0.3459798120431605,0.9223936142725296,0.5,1.0
81617.0,0.25,0.3409328228332753,0.9223936142725296,0.5,1.0
90957.0,0.25,0.3421510616080752,0.9223936142725296,0.5,1.0
52113.0,0.25,0.343369300382875,0.9223936142725296,0.5,1.0
20428.0,0.25,0.3470240167072746,0.9223936142725296,0.5,1.0
26482.0,0.25,0.3395405499477897,0.9223936142725296,0.5,1.0
56340.0,0.25,0.3412808910546467,0.9223936142725296,0.5,1.0
31018.0,0.25,0.318308388444135,0.9223936142725296,0.5,1.0
32067.0,0.25,0.326836059867734,0.9223936142725296,0.5,1.0
13067.0,0.25,0.333101287852419,0.9223936142725296,0.5,1.0
8339.0,0.25,0.3360598677340758,0.9223936142725296,0.5,1.0
49008.0,0.25,0.3478941872607031,0.9223936142725296,0.5,1.0
14706.0,0.25,0.3391924817264183,0.9223936142725296,0.5,1.0
68282.0,0.25,0.3365819700661329,0.9223936142725296,0.5,1.0
125894.0,0.25,0.3355377654020188,0.9223936142725296,0.5,1.0
125894.0,0.5,0.3351896971806474,0.9716200089503252,0.5,1.0
125894.0,0.75,0.3341454925165332,0.9862915699922656,0.5,1.0
